Respondent_ID,Gender,Age_Group,Experience_Years,Employment_Sector,Current_Monthly_Salary,Salary_Adequacy,Salary_Adequacy_score,Income_Expenditure,Debt_Status,Food & Groceries,Food_score_Num,Transport_Score,Transportataion_score_Num,Healthcare_score,Healthcare_score_Num,Savings_Behaviour,Coping_Strategy
1,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,I now save more deliberately to protect myself,Cutting back on non-essential spending
2,Female,18-25,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
3,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,I save much less than I used to,Taking on an additional job or side hustle
4,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,50% or less,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Extremely Affected,5,Extremely Affected,5,I now save more deliberately to protect myself,Cutting back on non-essential spending
5,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,I save much less than I used to,Taking on an additional job or side hustle
6,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
7,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Slightly Affected,2,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
8,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Moderately Affected,3,My savings have remained roughly the same,Borrowing money or taking loans
9,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
10,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
11,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
12,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
13,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
14,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
15,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, regularly, I borrow almost every month",Slightly Affected,2,Not Affected at all,0,Slightly Affected,2,I save much less than I used to,Joining a cooperative savings group (Ajo/Esusu)
16,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,I now save more deliberately to protect myself,Cutting back on non-essential spending
17,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Not Affected at all,0,I save much less than I used to,Borrowing money or taking loans
18,Male,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Not Affected at all,0,I save much less than I used to,Cutting back on non-essential spending
19,Male,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
20,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
21,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
22,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
23,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
24,Male,46 and above,3 years and above,Private sector,"#301,000 - #500,000","It covers more than before, my situation has improved",1,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Not Affected at all,0,My savings have remained roughly the same,Taking on an additional job or side hustle
25,Male,46 and above,3 years and above,Private sector,"Above #500,000","It covers more than before, my situation has improved",1,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
26,Male,46 and above,3 years and above,Private sector,"Above #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,My savings have remained roughly the same,Drawing down on existing savings or investments
27,Female,36-45,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
28,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Reducing food quantity or quality
29,Male,26-35,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Severely Affected,4,Not Affected at all,0,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
30,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers more than before, my situation has improved",1,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
31,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
32,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, regularly, I borrow almost every month",Slightly Affected,2,Not Affected at all,0,Not Affected at all,0,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
33,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
34,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
35,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Severely Affected,4,I now save more deliberately to protect myself,Cutting back on non-essential spending
36,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"Below #50,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Slightly Affected,2,Not Affected at all,0,Moderately Affected,3,My savings have remained roughly the same,Taking on an additional job or side hustle
37,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
38,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
39,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,50% or less,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,I now save more deliberately to protect myself,Taking on an additional job or side hustle
40,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,50% or less,"Yes, regularly, I borrow almost every month",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
41,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
42,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Drawing down on existing savings or investments
43,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Not Affected at all,0,Not Affected at all,0,Not Affected at all,0,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
44,Male,26-35,3 years and above,Private sector,"Below #50,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Slightly Affected,2,Not Affected at all,0,I save much less than I used to,Drawing down on existing savings or investments
45,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
46,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,51% - 70%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
47,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
48,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Extremely Affected,5,Severely Affected,4,I save much less than I used to,Taking on an additional job or side hustle
49,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Severely Affected,4,I now save more deliberately to protect myself,Borrowing money or taking loans
50,Female,46 and above,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,I save much less than I used to,Joining a cooperative savings group (Ajo/Esusu)
51,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,50% or less,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
52,Male,18-25,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,50% or less,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
53,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,50% or less,"No, I have managed without borrowing or depleting savings",Not Affected at all,0,Slightly Affected,2,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
54,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Severely Affected,4,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Joining a cooperative savings group (Ajo/Esusu)
55,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
56,Female,46 and above,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
57,Female,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,My savings have remained roughly the same,Taking on an additional job or side hustle
58,Male,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,I save much less than I used to,Drawing down on existing savings or investments
59,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Extremely Affected,5,Severely Affected,4,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
60,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"Above #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
61,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
62,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
63,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"Above #500,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Extremely Affected,5,Slightly Affected,2,I now save more deliberately to protect myself,Drawing down on existing savings or investments
64,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"Above #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,I now save more deliberately to protect myself,Taking on an additional job or side hustle
